,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(!) IF RIVAL HAS SQUIRTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROUTE 22 #1
RIVAL",,Starly,,,,,Squirtle,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mild,,,,,Relaxed,,,,,,,,,,,,,,,,,,,,,,,
,,,,Frisk,,,,,Torrent,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,X,,No Item,,,X,,,,,,,,,,,,,,,,,,,,
,,,,Tackle,,,,,Tackle,,,,,,,,,,,,,,,,,,,,,,,
,,,,Growl,,,,,False Swipe,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quick Attack,,,,,Tail Whip,,,,,,,,,,,,,,,,,,,,,,,
,,,,Wing Attack,,,,,Bubble,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,,,,,,,,,,,,,,,,,,,
,,,,HP,40,,,,HP,44,,,,,,,,,,,,,,,,,,,,,,
,,,,ATK,55,,,,ATK,48,,,,,,,,,,,,,,,,,,,,,,
,,,,DEF,30,,,,DEF,65,,,,,,,,,,,,,,,,,,,,,,
,,,,SPA,30,,,,SPA,50,,,,,,,,,,,,,,,,,,,,,,
,,,,SPD,30,,,,SPD,64,,,,,,,,,,,,,,,,,,,,,,
,,,,SPE,60,,,,SPE,43,,,,,,,,,,,,,,,,,,,,,,
,,,,SPEED STAT:,,,18,,SPEED STAT:,,,12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(!) IF RIVAL HAS CHARMANDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROUTE 22 #1
RIVAL",,Starly,,,,,Charmander,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mild,,,,,Timid,,,,,,,,,,,,,,,,,,,,,,,
,,,,Frisk,,,,,Blaze,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,X,,No Item,,,X,,,,,,,,,,,,,,,,,,,,
,,,,Tackle,,,,,Growl,,,,,,,,,,,,,,,,,,,,,,,
,,,,Growl,,,,,False Swipe,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quick Attack,,,,,Ember,,,,,,,,,,,,,,,,,,,,,,,
,,,,Wing Attack,,,,,Brick Break,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,,,,,,,,,,,,,,,,,,,
,,,,HP,40,,,,HP,39,,,,,,,,,,,,,,,,,,,,,,
,,,,ATK,55,,,,ATK,52,,,,,,,,,,,,,,,,,,,,,,
,,,,DEF,30,,,,DEF,43,,,,,,,,,,,,,,,,,,,,,,
,,,,SPA,30,,,,SPA,60,,,,,,,,,,,,,,,,,,,,,,
,,,,SPD,30,,,,SPD,50,,,,,,,,,,,,,,,,,,,,,,
,,,,SPE,60,,,,SPE,65,,,,,,,,,,,,,,,,,,,,,,
,,,,SPEED STAT:,,,18,,SPEED STAT:,,,19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(!) IF RIVAL HAS BULBASAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROUTE 22 #1
RIVAL",,Starly,,,,,Bulbasaur,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mild,,,,,Timid,,,,,,,,,,,,,,,,,,,,,,,
,,,,Frisk,,,,,Overgrow,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,X,,No Item,,,X,,,,,,,,,,,,,,,,,,,,
,,,,Tackle,,,,,Tackle,,,,,,,,,,,,,,,,,,,,,,,
,,,,Growl,,,,,Growl,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quick Attack,,,,,Leech Seed,,,,,,,,,,,,,,,,,,,,,,,
,,,,Wing Attack,,,,,Magical Leaf,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,,,,,,,,,,,,,,,,,,,
,,,,HP,40,,,,HP,45,,,,,,,,,,,,,,,,,,,,,,
,,,,ATK,55,,,,ATK,49,,,,,,,,,,,,,,,,,,,,,,
,,,,DEF,30,,,,DEF,49,,,,,,,,,,,,,,,,,,,,,,
,,,,SPA,30,,,,SPA,65,,,,,,,,,,,,,,,,,,,,,,
,,,,SPD,30,,,,SPD,65,,,,,,,,,,,,,,,,,,,,,,
,,,,SPE,60,,,,SPE,45,,,,,,,,,,,,,,,,,,,,,,
,,,,SPEED STAT:,,,18,,SPEED STAT:,,,16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"VIRID. FOREST
BRENDAN",,Corphish,,,,,Treecko,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,,,,,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rash,,,,,Hardy,,,,,,,,,,,,,,,,,,,,,,,
,,,,Battle Armor,,,,,Overgrow,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,X,,No Item,,,X,,,,,,,,,,,,,,,,,,,,
,,,,Bubble,,,,,Pound,,,,,,,,,,,,,,,,,,,,,,,
,,,,Harden,,,,,Leer,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vise Grip,,,,,Absorb,,,,,,,,,,,,,,,,,,,,,,,
,,,,Leer,,,,,-,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,,,,,,,,,,,,,,,,,,,
,,,,HP,43,,,,HP,40,,,,,,,,,,,,,,,,,,,,,,
,,,,ATK,80,,,,ATK,45,,,,,,,,,,,,,,,,,,,,,,
,,,,DEF,65,,,,DEF,35,,,,,,,,,,,,,,,,,,,,,,
,,,,SPA,50,,,,SPA,65,,,,,,,,,,,,,,,,,,,,,,
,,,,SPD,35,,,,SPD,55,,,,,,,,,,,,,,,,,,,,,,
,,,,SPE,35,,,,SPE,70,,,,,,,,,,,,,,,,,,,,,,
,,,,SPEED STAT:,,,10,,SPEED STAT:,,,17,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(!) IF RIVAL HAS SQUIRTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"CERULEAN CITY
RIVAL",,Kirlia,,,,,Staravia,,,,,Pawniard,,,,,Wartortle,,,,,,,,,,,,,
,,,,Highest Lv -3,,,,,Highest Lv -4,,,,,Highest Lv -2,,,,,Highest Lv -3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Modest,,,,,Adamant,,,,,Adamant,,,,,Modest,,,,,,,,,,,,,
,,,,Trace,,,,,Intimidate,,,,,Defiant,,,,,Torrent,,,,,,,,,,,,,
,,,,Sitrus Berry,,,,,Muscle Band,,,,,Chople Berry,,,,,Eviolite,,,,,,,,,,,,,
,,,,Psybeam,,,,,Quick Attack,,,,,Knock Off,,,,,Seismic Toss,,,,,,,,,,,,,
,,,,Draining Kiss,,,,,Pluck,,,,,Sucker Punch,,,,,Counter,,,,,,,,,,,,,
,,,,Magical Leaf,,,,,U-Turn,,,,,Cut,,,,,Water Pulse,,,,,,,,,,,,,
,,,,-,,,,,Sleep Talk,,,,,Low Sweep,,,,,Icy Wind,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,,,,,,,,,
,,,,HP,38,,,,HP,55,,,,HP,45,,,,HP,59,,,,,,,,,,,,
,,,,ATK,35,,,,ATK,75,,,,ATK,85,,,,ATK,63,,,,,,,,,,,,
,,,,DEF,35,,,,DEF,50,,,,DEF,70,,,,DEF,80,,,,,,,,,,,,
,,,,SPA,65,,,,SPA,40,,,,SPA,40,,,,SPA,65,,,,,,,,,,,,
